script_id,imdb_id,character_from_script,closest_character_name_from_imdb_match,closest_imdb_character_id
2477,tt0212985,sogliato,sogliato,nm0726403
2477,tt0212985,starling,clarice starling,nm0000194
2477,tt0212985,tea,swat team leader,nm0002756
2477,tt0212985,technician,verger's fingerprint technician,nm0264857
2477,tt0212985,verger,mason verger,nm0000198
2477,tt0212985,zzi,insp. rinaldo pazzi,nm0316284
2478,tt0212985,allegra,allegra pazzi,nm0626202
2478,tt0212985,barney,nurse barney,nm0265670
2478,tt0212985,bolton,officer bolton,nm0785352
2478,tt0212985,brigham,special agent john brigham,nm0789918
2478,tt0212985,carlo,carlo,nm0546515
2478,tt0212985,cordell,dr. cordell doemling,nm0411964
2478,tt0212985,detective,il mostro' detective,nm0185763
2478,tt0212985,drumgo,evelda drumgo,nm0329091
2478,tt0212985,geoffrey,"geoffrey, fbi mail boy",nm0513270
2478,tt0212985,gnocco,gnocco,nm0516272
2478,tt0212985,krendler,paul krendler,nm0000501
2478,tt0212985,lecter,hannibal lecter,nm0000164
2478,tt0212985,mason,mason verger,nm0000198
2478,tt0212985,mr konie,mr. konie,nm0452340
2478,tt0212985,noonan,fbi asst. director noonan,nm0347341
2478,tt0212985,pearsall,fbi agent pearsall,nm0028625
2478,tt0212985,ricci,ricci,nm0173321
2478,tt0212985,sneed,batf agent bob sneed,nm0462416
2478,tt0212985,sogliato,sogliato,nm0726403
2478,tt0212985,starling,clarice starling,nm0000194
2478,tt0212985,technician,verger's fingerprint technician,nm0264857
2478,tt0212985,zzi,insp. rinaldo pazzi,nm0316284
2479,tt0212985,allegra,allegra pazzi,nm0626202
2479,tt0212985,barney,nurse barney,nm0265670
2479,tt0212985,bolton,officer bolton,nm0785352
2479,tt0212985,brigham,special agent john brigham,nm0789918
2479,tt0212985,carlo,carlo,nm0546515
2479,tt0212985,cordell,dr. cordell doemling,nm0411964
2479,tt0212985,detective,il mostro' detective,nm0185763
2479,tt0212985,drumgo,evelda drumgo,nm0329091
2479,tt0212985,geoffrey,"geoffrey, fbi mail boy",nm0513270
2479,tt0212985,gnocco,gnocco,nm0516272
2479,tt0212985,krendler,paul krendler,nm0000501
2479,tt0212985,lecter,hannibal lecter,nm0000164
2479,tt0212985,man,upscale business man,nm0146268
2479,tt0212985,mason,mason verger,nm0000198
2479,tt0212985,mr konie,mr. konie,nm0452340
2479,tt0212985,noonan,fbi asst. director noonan,nm0347341
2479,tt0212985,pearsall,fbi agent pearsall,nm0028625
2479,tt0212985,ricci,ricci,nm0173321
2479,tt0212985,sneed,batf agent bob sneed,nm0462416
2479,tt0212985,sogliato,sogliato,nm0726403
2479,tt0212985,starling,clarice starling,nm0000194
2479,tt0212985,technician,verger's fingerprint technician,nm0264857
2479,tt0212985,zzi,insp. rinaldo pazzi,nm0316284
2480,tt0212985,allegra,allegra pazzi,nm0626202
2480,tt0212985,barney,nurse barney,nm0265670
2480,tt0212985,bolton,officer bolton,nm0785352
2480,tt0212985,brigham,special agent john brigham,nm0789918
2480,tt0212985,carlo,carlo,nm0546515
2480,tt0212985,cordell,dr. cordell doemling,nm0411964
2480,tt0212985,detective,il mostro' detective,nm0185763
2480,tt0212985,drumgo,evelda drumgo,nm0329091
2480,tt0212985,geoffrey,"geoffrey, fbi mail boy",nm0513270
2480,tt0212985,gnocco,gnocco,nm0516272
2480,tt0212985,krendler,paul krendler,nm0000501
2480,tt0212985,lecter,hannibal lecter,nm0000164
2480,tt0212985,mason,mason verger,nm0000198
2480,tt0212985,mr konie,mr. konie,nm0452340
2480,tt0212985,noonan,fbi asst. director noonan,nm0347341
2480,tt0212985,pearsall,fbi agent pearsall,nm0028625
2480,tt0212985,ricci,ricci,nm0173321
2480,tt0212985,sneed,batf agent bob sneed,nm0462416
2480,tt0212985,sogliato,sogliato,nm0726403
2480,tt0212985,starling,clarice starling,nm0000194
2480,tt0212985,technician,verger's fingerprint technician,nm0264857
2480,tt0212985,zzi,insp. rinaldo pazzi,nm0316284
2481,tt0067180,happy birthday wanda june,wanda june,nm0272244
2481,tt0067180,harold,harold ryan,nm0001768
2481,tt0067180,looseleaf,looseleaf harper,nm0382676
2481,tt0067180,mildred,mildred ryan,nm1154172
2481,tt0067180,penelope,penelope ryan,nm0948772
2481,tt0067180,shuttle,herb shuttle,nm0614916
2481,tt0067180,ul,paul ryan,nm0666999
2482,tt0067180,harold,harold ryan,nm0001768
2482,tt0067180,looseleaf,looseleaf harper,nm0382676
2482,tt0067180,mildred,mildred ryan,nm1154172
2482,tt0067180,penelope,penelope ryan,nm0948772
2482,tt0067180,shuttle,herb shuttle,nm0614916
2482,tt0067180,ul,paul ryan,nm0666999
2482,tt0067180,wanda june,wanda june,nm0272244
2483,tt0366548,a,raul,nm0101603
2483,tt0366548,elder,elder,nm0140952
2483,tt0366548,mrs astrakhan,mrs. astrakhan,nm0546816
2483,tt0366548,mumble,mumble,nm0000704
2483,tt0366548,norma j,norma jean,nm0000173
2483,tt0366548,penguin,zoo penguin,nm1043022
2483,tt0366548,sce,,nm0930116
2483,tt0366548,skua,boss skua,nm0001439
2484,tt0120696,charlie,uncle charlie,nm0000799
2484,tt0120696,doreen,doreen sears,nm0924508
2484,tt0120696,hank,hank,nm0245145
2484,tt0120696,henry,henry sears,nm0246004
2484,tt0120696,jim,jim,nm0000151
2484,tt0120696,karen,karen,nm0000378
2484,tt0120696,mayor,mayor,nm0048844
2484,tt0120696,mr mehlor,mr. mehlor,nm0282648
2484,tt0120696,phil,phil,nm0614003
2484,tt0120696,ray,ray,nm0365244
2484,tt0120696,ray kenny and mr mehlor,kenny,nm0329640
2484,tt0120696,sheriff,sheriff mike collins,nm0001642
2484,tt0120696,tom,tom,nm0000225
2484,tt0120696,wayne,wayne bryce,nm0001679
2484,tt0120696,wellman,mr. wellman,nm0666256
2486,tt0099739,ad,team leader doctor,nm0287519
2486,tt0099739,andy,andy stewart,nm0001456
2486,tt0099739,calabrese,calabrese,nm0218212
2486,tt0099739,danny,danny,nm0416486
2486,tt0099739,desk clerk,desk clerk,nm0012209
2486,tt0099739,detective #1,detective #1,nm0673637
2486,tt0099739,doctor,e.r. doctor,nm0429283
2486,tt0099739,driver,van driver,nm0174887
2486,tt0099739,felicia,felicia storm,nm0123182
2486,tt0099739,housewife,housewife,nm0825385
2486,tt0099739,man,counterman,nm0110634
2486,tt0099739,martha,martha coe,nm0731098
2486,tt0099739,max dunne and nolan,nolan,nm0228445
2486,tt0099739,neighbor,neighbor,nm0326988
2486,tt0099739,om,lt. kevin o'malley,nm0168918
2486,tt0099739,punk #3,punk,nm2525916
2486,tt0099739,russ,russ,nm0393612
2486,tt0099739,shadow man with hat,man #2,nm0477288
2486,tt0099739,sonny,sonny storm,nm0742502
2486,tt0099739,storm,mason storm,nm0000219
2486,tt0099739,storms hiding place mikey,mikey,nm0211251
2486,tt0099739,trent,senator vernon trent,nm0006669
2486,tt0099739,vale,james valero,nm0179743
2486,tt0099739,youth #1,youth,nm0294720
2488,tt0366551,billy,billy carver,nm0256121
2488,tt0366551,christy,christy,nm1169838
2488,tt0366551,cindy,cindy kim,nm1442872
2488,tt0366551,clarissa,clarissa,nm1175262
2488,tt0366551,cole,cole,nm0105853
2488,tt0366551,creepy guy,creepy guy,nm0005085
2488,tt0366551,extreme sports punk #1,extreme sports punk #1,nm1376969
2488,tt0366551,female anchor,female anchor,nm0028870
2488,tt0366551,goldstein,goldstein,nm0472710
2488,tt0366551,harold,harold lee,nm0158626
2488,tt0366551,india,indian cashier,nm1130637
2488,tt0366551,jd,j.d.,nm0863999
2488,tt0366551,kenneth,kenneth park,nm0496899
2488,tt0366551,kumar,kumar patel,nm0671980
2488,tt0366551,liane,liane,nm0015196
2488,tt0366551,male nurse,male nurse,nm0005351
2488,tt0366551,maria,maria,nm0305519
2488,tt0366551,nathaniel,nathaniel brooks,nm1763260
2488,tt0366551,neil,neil patrick harris,nm0000439
2488,tt0366551,officer brucks,officer brucks,nm0102164
2488,tt0366551,officer martone,officer martone,nm0095980
2488,tt0366551,rosenberg,rosenberg,nm0858776
2488,tt0366551,saikat,saikat patel,nm0538308
2488,tt0366551,security guard,security guard,nm0397921
2488,tt0366551,tarik,tarik,nm0930637
2488,tt0366551,teenager,white castle teenager,nm0913142
2489,tt0295297,aged witch,aged witch,nm1120820
2489,tt0295297,albus dumbledore,professor albus dumbledore,nm0001321
2489,tt0295297,aragog,aragog,nm0002103
2489,tt0295297,colin,colin creevey,nm1087234
2489,tt0295297,dobby,dobby the house elf,nm0429363
2489,tt0295297,draco,draco malfoy,nm0271657
2489,tt0295297,dudley,dudley dursley,nm0577982
2489,tt0295297,ernie,ernie macmillan,nm1218560
2489,tt0295297,filch,argus filch,nm0103195
2489,tt0295297,flint,slytherin quidditch captain marcus flint,nm1208105
2489,tt0295297,fred,fred weasley,nm0962359
2489,tt0295297,fudge,cornelius fudge,nm0362735
2489,tt0295297,george,george weasley,nm0962360
2489,tt0295297,gilderoy lockhart,professor gilderoy lockhart,nm0000110
2489,tt0295297,ginny,ginny weasley,nm0942247
2489,tt0295297,guard,station guard,nm0852442
2489,tt0295297,hagrid,rubeus hagrid,nm0001059
2489,tt0295297,hannah,hannah abbott,nm1217942
2489,tt0295297,harry,harry potter,nm0705356
2489,tt0295297,hermione,hermione granger,nm0914612
2489,tt0295297,justin finchfletchley,justin finch-fletchley,nm1107073
2489,tt0295297,lucius malfoy,lucius malfoy,nm0005042
2489,tt0295297,moaning myrtle,moaning myrtle,nm0376602
2489,tt0295297,mr borgin,mr. borgin       (scenes deleted),nm0876128
2489,tt0295297,mr mason,mr. mason,nm0636235
2489,tt0295297,mrs weasley,mrs weasley,nm0910278
2489,tt0295297,nearly headless nick,nearly headless nick,nm0000092
2489,tt0295297,neville,neville longbottom,nm0507535
2489,tt0295297,penelope clearwater,penelope clearwater,nm1132970
2489,tt0295297,percy,percy weasley,nm0710242
2489,tt0295297,riddle,tom marvolo riddle,nm0183469
2489,tt0295297,ron,ron weasley,nm0342488
2489,tt0295297,seamus,seamus finnigan,nm0614912
2489,tt0295297,short man,short man - daily prophet,nm0640990
2489,tt0295297,snape,severus snape,nm0000614
2489,tt0295297,sorting hat,the sorting hat,nm0680587
2489,tt0295297,to,girl in bookstore,nm1291677
2489,tt0295297,uncle vernon,uncle vernon dursley,nm0341743
2489,tt0295297,wood,oliver wood,nm0081801
2490,tt0295297,albus dumbledore,professor albus dumbledore,nm0001321
2490,tt0295297,aragog,aragog,nm0002103
2490,tt0295297,colin,colin creevey,nm1087234
2490,tt0295297,dobby,dobby the house elf,nm0429363
2490,tt0295297,draco,draco malfoy,nm0271657
2490,tt0295297,dudley,dudley dursley,nm0577982
2490,tt0295297,ernie,ernie macmillan,nm1218560
2490,tt0295297,filch,argus filch,nm0103195
2490,tt0295297,flint,slytherin quidditch captain marcus flint,nm1208105
2490,tt0295297,fred,fred weasley,nm0962359
2490,tt0295297,fudge,cornelius fudge,nm0362735
2490,tt0295297,george,george weasley,nm0962360
2490,tt0295297,gilderoy lockhart,professor gilderoy lockhart,nm0000110
2490,tt0295297,ginny,ginny weasley,nm0942247
2490,tt0295297,hagrid,rubeus hagrid,nm0001059
2490,tt0295297,hannah,hannah abbott,nm1217942
2490,tt0295297,harry,harry potter,nm0705356
2490,tt0295297,hermione,hermione granger,nm0914612
2490,tt0295297,justin finchfletchley,justin finch-fletchley,nm1107073
2490,tt0295297,lucius malfoy,lucius malfoy,nm0005042
2490,tt0295297,moaning myrtle,moaning myrtle,nm0376602
2490,tt0295297,mr borgin,mr. borgin       (scenes deleted),nm0876128
2490,tt0295297,mrs weasley,mrs weasley,nm0910278
2490,tt0295297,neville,neville longbottom,nm0507535
2490,tt0295297,percy,percy weasley,nm0710242
2490,tt0295297,ron,ron weasley,nm0342488
2490,tt0295297,seamus,seamus finnigan,nm0614912
2490,tt0295297,snape,severus snape,nm0000614
2490,tt0295297,sorting hat,the sorting hat,nm0680587
2490,tt0295297,to,girl in bookstore,nm1291677
2490,tt0295297,uncle vernon,uncle vernon dursley,nm0341743
2490,tt0295297,wood,oliver wood,nm0081801
2492,tt0330373,amos,amos diggory,nm0712575
2492,tt0330373,arthur,arthur weasley,nm0931247
2492,tt0330373,barty,bartemius 'barty' crouch junior,nm0855039
2492,tt0330373,cedric,cedric diggory,nm1500155
2492,tt0330373,cho,cho chang,nm1648520
2492,tt0330373,dma,padma patil,nm1715136
2492,tt0330373,draco,draco malfoy,nm0271657
2492,tt0330373,dumbledore,albus dumbledore,nm0002091
2492,tt0330373,fleur,fleur delacour,nm0993242
2492,tt0330373,fred,fred weasley,nm0962359
2492,tt0330373,fudge,cornelius fudge,nm0362735
2492,tt0330373,george,george weasley,nm0962360
2492,tt0330373,ginny,ginny weasley,nm0942247
2492,tt0330373,girl,beaux baton girl,nm5348015
2492,tt0330373,hagrid,rubeus hagrid,nm0001059
2492,tt0330373,harry,harry potter,nm0705356
2492,tt0330373,hermione,hermione granger,nm0914612
2492,tt0330373,igor,igor karkaroff,nm0084759
2492,tt0330373,lady,food trolley lady,nm0556834
2492,tt0330373,lucius,lucius malfoy,nm0005042
2492,tt0330373,madeye,professor alastor 'madﾭeye' moody,nm0322407
2492,tt0330373,mcgonagall,minerva mcgonagall,nm0001749
2492,tt0330373,myrtle,moaning myrtle,nm0376602
2492,tt0330373,neville,neville longbottom,nm0507535
2492,tt0330373,nigel,nigel,nm1701576
2492,tt0330373,rita,rita skeeter,nm0001669
2492,tt0330373,ron,ron weasley,nm0342488
2492,tt0330373,rvati,parvati patil,nm1715231
2492,tt0330373,seamus,seamus finnigan,nm0614912
2492,tt0330373,severus,severus snape,nm0000614
2492,tt0330373,sir,sirius black,nm0000198
2492,tt0330373,student,student,nm2492359
2492,tt0330373,viktor,viktor krum,nm1648506
2492,tt0330373,voldemort,lord voldemort,nm0000146
2492,tt0330373,wormtail,wormtail (peter pettigrew),nm0001758
2494,tt0417741,bellatrix,bellatrix lestrange,nm0000307
2494,tt0417741,blaise,blaise zabini,nm2857909
2494,tt0417741,cormac,cormac mclaggen,nm2238815
2494,tt0417741,dean,dean thomas,nm0257917
2494,tt0417741,dumbledore,professor albus dumbledore,nm0002091
2494,tt0417741,eldred worple,eldred worple,nm0728795
2494,tt0417741,flitwick,professor filius flitwick,nm0001116
2494,tt0417741,fred,fred weasley,nm0962359
2494,tt0417741,george,george weasley,nm0962360
2494,tt0417741,ginny,ginny weasley,nm0942247
2494,tt0417741,greyback,fenrir greyback,nm0499270
2494,tt0417741,hagrid,rubeus hagrid,nm0001059
2494,tt0417741,harry potter the chose,harry potter,nm0705356
2494,tt0417741,hermione,hermione granger,nm0914612
2494,tt0417741,katie bell,katie bell,nm1327430
2494,tt0417741,lavender brown,lavender brown,nm2728165
2494,tt0417741,leanne,leanne,nm2877285
2494,tt0417741,luna,luna lovegood,nm2121541
2494,tt0417741,lupin,remus lupin,nm0000667
2494,tt0417741,marcus belby,marcus belby,nm2527061
2494,tt0417741,mrs cole,mrs. cole,nm0113007
2494,tt0417741,narcissa,narcissa malfoy,nm0567031
2494,tt0417741,nsy,pansy parkinson,nm2906885
2494,tt0417741,ron,ron weasley,nm0342488
2494,tt0417741,seamus,seamus finnigan,nm0614912
2494,tt0417741,slughorn,professor horace slughorn,nm0000980
2494,tt0417741,snape,professor severus snape,nm0000614
2494,tt0417741,to,neville longbottom,nm0507535
2494,tt0417741,tonks,nymphadora tonks,nm1164730
2494,tt0417741,waiter,waiter,nm0517016
2494,tt0417741,waitress,waitress,nm2917590
2495,tt0304141,arthur weasley,mr. arthur weasley,nm0931247
2495,tt0304141,aunt marge,aunt marge,nm0274913
2495,tt0304141,black,sirius black,nm0000198
2495,tt0304141,cornelius fudge,cornelius fudge,nm0362735
2495,tt0304141,ding,man in the leaky cauldron reading book,nm1497594
2495,tt0304141,disheveled wizard,wizard,nm0001116
2495,tt0304141,draco,draco malfoy,nm0271657
2495,tt0304141,dumbledore,albus dumbledore,nm0002091
2495,tt0304141,filch,argus filch,nm0103195
2495,tt0304141,fred,fred weasley,nm0962359
2495,tt0304141,george,george weasley,nm0962360
2495,tt0304141,ginny,ginny weasley,nm0942247
2495,tt0304141,hagrid,rubeus hagrid,nm0001059
2495,tt0304141,harry potter,harry potter,nm0705356
2495,tt0304141,hermione,hermione granger,nm0914612
2495,tt0304141,lavender,lavender brown,nm1600284
2495,tt0304141,neville,neville longbottom,nm0507535
2495,tt0304141,nsy,pansy parkinson,nm1601354
2495,tt0304141,percy,percy weasley,nm0710242
2495,tt0304141,pettigrew,peter pettigrew,nm0001758
2495,tt0304141,ron,ron weasley,nm0342488
2495,tt0304141,rvati,parvati patel,nm1600784
2495,tt0304141,seamus,seamus finnegan,nm0614912
2495,tt0304141,shrunke,shrunken head,nm0377901
2495,tt0304141,snape,professor severus snape,nm0000614
2495,tt0304141,tom,tom the innkeeper,nm0851663
2495,tt0304141,uncle vernon,uncle vernon,nm0341743
2495,tt0304141,young witch,young witch maid,nm0285492
2497,tt0171363,jane,jane,nm0000515
2497,tt0171363,lou,lou,nm0410464
2497,tt0171363,luke,luke sanderson,nm0005562
2497,tt0171363,malcolm,dr. malcolm keogh,nm0146938
2497,tt0171363,marrow,dr. david marrow,nm0000553
2497,tt0171363,mary,mary lambetta,nm0466579
2497,tt0171363,mr dudley,mr. dudley,nm0001136
2497,tt0171363,mrs dudley,mrs. dudley,nm0783033
2497,tt0171363,nell,nell,nm0000666
2497,tt0171363,theo,theo,nm0001876
2497,tt0171363,todd,todd hackett,nm0276062
2498,tt1001508,alex,alex,nm0519043
2498,tt1001508,amber,amber,nm1641089
2498,tt1001508,anna,anna,nm0424060
2498,tt1001508,ben,ben,nm0177896
2498,tt1001508,beth,beth,nm0000098
2498,tt1001508,bill,bill,nm0641854
2498,tt1001508,bruce,bruce,nm2467060
2498,tt1001508,catherine,catherine,nm0018734
2498,tt1001508,conor,conor,nm0175305
2498,tt1001508,cousin,cousin jay,nm0064773
2498,tt1001508,dan,dan the wiccan,nm0101152
2498,tt1001508,devon,devon,nm0502097
2498,tt1001508,dominic,cousin dominic,nm0340359
2498,tt1001508,emotionless cashier,emotionless cashier,nm0086276
2498,tt1001508,friend,consoling friend,nm1394752
2498,tt1001508,george,george,nm0249006
2498,tt1001508,gigi,gigi,nm0329481
2498,tt1001508,gregory,gregory,nm3259036
2498,tt1001508,ige,paige,nm1318410
2498,tt1001508,janine,janine,nm0000124
2498,tt1001508,jarrad,jarrad,nm0444749
2498,tt1001508,javier,javier,nm0350079
2498,tt1001508,joshua,joshua,nm1211344
2498,tt1001508,keith,keith nelson       (archive footage),nm0000655
2498,tt1001508,kell,kelli ann,nm0005311
2498,tt1001508,ken,ken murphy,nm0001434
2498,tt1001508,larry,larry,nm0110514
2498,tt1001508,laura,laura,nm0123102
2498,tt1001508,man,african woman,nm3259033
2498,tt1001508,mary,mary,nm0000106
2498,tt1001508,nathan,nathan,nm0190497
2498,tt1001508,neil,neil,nm0000255
2498,tt1001508,rtygoer #1,partygoer #3,nm2674975
2498,tt1001508,skip,skip,nm0230058
2498,tt1001508,steven,steven,nm0418666
2498,tt1001508,tall girl,tall girl,nm2796407
2498,tt1001508,tokyo girl #1,tokyo girl,nm3227662
2498,tt1001508,trent,trent,nm2820771
2498,tt1001508,tyrone,tyrone,nm0362484
2498,tt1001508,waitress,waitress,nm3121870
2498,tt1001508,watts,watts       (archive footage),nm0000524
2499,tt1001508,alex,alex,nm0519043
2499,tt1001508,amber,amber,nm1641089
2499,tt1001508,anna,anna,nm0424060
2499,tt1001508,ben,ben,nm0177896
2499,tt1001508,beth,beth,nm0000098
2499,tt1001508,bill,bill,nm0641854
2499,tt1001508,bruce,bruce,nm2467060
2499,tt1001508,catherine,catherine,nm0018734
2499,tt1001508,conor,conor,nm0175305
2499,tt1001508,cousin,cousin jay,nm0064773
2499,tt1001508,dan,dan the wiccan,nm0101152
2499,tt1001508,devon,devon,nm0502097
2499,tt1001508,dominic,cousin dominic,nm0340359
2499,tt1001508,emotionless cashier,emotionless cashier,nm0086276
2499,tt1001508,george,george,nm0249006
2499,tt1001508,gigi,gigi,nm0329481
2499,tt1001508,gregory,gregory,nm3259036
2499,tt1001508,ige,paige,nm1318410
2499,tt1001508,janine,janine,nm0000124
2499,tt1001508,jarrad,jarrad,nm0444749
2499,tt1001508,javier,javier,nm0350079
2499,tt1001508,joshua,joshua,nm1211344
2499,tt1001508,kell,kelli ann,nm0005311
2499,tt1001508,ken,ken murphy,nm0001434
2499,tt1001508,larry,larry,nm0110514
2499,tt1001508,laura,laura,nm0123102
2499,tt1001508,mary,mary,nm0000106
2499,tt1001508,nathan,nathan,nm0190497
2499,tt1001508,neil,neil,nm0000255
2499,tt1001508,ok,tokyo girl,nm3227662
2499,tt1001508,skip,skip,nm0230058
2499,tt1001508,steven,steven,nm0418666
2499,tt1001508,tall girl,tall girl,nm2796407
2499,tt1001508,tyrone,tyrone,nm0362484
2499,tt1001508,watts,watts       (archive footage),nm0000524
2500,tt0113277,albert,albert torena,nm0365244
2500,tt0113277,alphonse,alphonse,nm0732994
2500,tt0113277,anita,anita cheritto,nm0336275
2500,tt0113277,bartender,bartender,nm0256879
2500,tt0113277,basketball player #1,basketball player,nm0555771
2500,tt0113277,bob,dr. bob,nm0005315
2500,tt0113277,bosko,bosko,nm0505971
2500,tt0113277,breedan,donald breedan,nm0371660
2500,tt0113277,bruce,officer bruce,nm0285885
2500,tt0113277,casals,casals,nm0836071
2500,tt0113277,charlene,charlene shiherlis,nm0000171
2500,tt0113277,chris,chris shiherlis,nm0000174
2500,tt0113277,clerk,construction clerk,nm0274684
2500,tt0113277,cop # 1,cop,nm0241170
2500,tt0113277,dieter,harry dieter,nm0520901
2500,tt0113277,doc,children's hospital doctor,nm0049822
2500,tt0113277,driver,driver at drive-in,nm0212604
2500,tt0113277,drucker,sergeant drucker,nm0932112
2500,tt0113277,eady,eady,nm0000312
